;location_accesstype_title;charging_hour;utilization;connector_count;congested_connectors;energy_consumption;charging_minutes
2019-09-18 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 10:00:00;Public access - Free access;2019-09-18 10:00:00+00:00;0.0;11.0;0.0;0.0;0.0
2019-09-18 11:00:00;Public access - Free access;2019-09-18 11:00:00+00:00;6.212121212121212;11.0;0.0;7.003652083663917;41.0
2019-09-18 12:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 13:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 14:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 16:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 17:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 18:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 19:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 10:00:00;Public access - Free access;2019-09-19 10:00:00+00:00;0.7575757575757576;11.0;0.0;2.121428571428571;5.0
2019-09-19 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 12:00:00;Public access - Free access;2019-09-19 12:00:00+00:00;1.0606060606060606;11.0;0.0;3.1525301204819307;7.0
2019-09-19 13:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 14:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 16:00:00;Public access - Free access;2019-09-19 16:00:00+00:00;4.545454545454546;11.0;0.0;16.648869752421966;30.0
2019-09-19 17:00:00;Public access - Free access;2019-09-19 17:00:00+00:00;2.5757575757575757;11.0;0.0;9.434359526372447;17.0
2019-09-19 18:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 19:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-19 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 10:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 12:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 13:00:00;Public access - Free access;2019-09-20 13:00:00+00:00;6.96969696969697;11.0;0.0;7.830282352941193;46.0
2019-09-20 14:00:00;Public access - Free access;2019-09-20 14:00:00+00:00;1.6666666666666667;11.0;0.0;1.8724588235294157;11.0
2019-09-20 15:00:00;Public access - Free access;2019-09-20 15:00:00+00:00;7.878787878787879;11.0;0.0;20.855852260666516;52.0
2019-09-20 16:00:00;Public access - Free access;2019-09-20 16:00:00+00:00;3.9393939393939394;11.0;0.0;10.427926130333258;26.0
2019-09-20 17:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 18:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 19:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-20 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 10:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 12:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 13:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 14:00:00;Public access - Free access;2019-09-21 14:00:00+00:00;0.45454545454545453;11.0;0.0;0.7058823529411697;3.0
2019-09-21 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 16:00:00;Public access - Free access;2019-09-21 16:00:00+00:00;1.3636363636363635;11.0;0.0;5.696354234001282;9.0
2019-09-21 17:00:00;Public access - Free access;2019-09-21 17:00:00+00:00;2.4242424242424243;11.0;0.0;10.126851971557834;16.0
2019-09-21 18:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 19:00:00;Public access - Free access;2019-09-21 19:00:00+00:00;1.9696969696969697;11.0;0.0;9.988715365239281;13.0
2019-09-21 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-21 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 02:00:00;Public access - Free access;2019-09-22 02:00:00+00:00;3.3333333333333335;11.0;0.0;9.842105263157869;22.0
2019-09-22 03:00:00;Public access - Free access;2019-09-22 03:00:00+00:00;1.0606060606060606;11.0;0.0;3.131578947368413;7.0
2019-09-22 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 10:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 12:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 13:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 14:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 16:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 17:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 18:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 19:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-22 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 10:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 12:00:00;Public access - Free access;2019-09-23 12:00:00+00:00;4.242424242424242;11.0;0.0;17.345271966527232;28.0
2019-09-23 13:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 14:00:00;Public access - Free access;2019-09-23 14:00:00+00:00;3.1818181818181817;11.0;0.0;13.185283911671936;21.0
2019-09-23 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 16:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 17:00:00;Public access - Free access;2019-09-23 17:00:00+00:00;1.0606060606060606;11.0;0.0;1.6659060402684218;7.0
2019-09-23 18:00:00;Public access - Free access;2019-09-23 18:00:00+00:00;3.0303030303030303;11.0;0.0;12.055696202531662;20.0
2019-09-23 19:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-23 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 10:00:00;Public access - Free access;2019-09-24 10:00:00+00:00;3.787878787878788;11.0;0.0;7.006578947368415;25.0
2019-09-24 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 12:00:00;Public access - Free access;2019-09-24 12:00:00+00:00;1.5151515151515151;11.0;0.0;5.221761658031144;10.0
2019-09-24 13:00:00;Public access - Free access;2019-09-24 13:00:00+00:00;3.3333333333333335;11.0;0.0;15.449677419354858;22.0
2019-09-24 14:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
